Name,Type,Hours,Accessible,Lat,Long
Jay's Hairdresser,hairdresser,,,55.9471195,-3.1305565
Mercedes Benz of Edinburgh,car,,,55.9466484,-3.1359155
Scotbet,bookmaker,,,55.9473860,-3.1362681
Balloons Are TakingOff,balloon,,,55.9363670,-3.2410143
BDS Ironmongery,trade,,,55.9378868,-3.2377662
Howden's Joinery,trade,,,55.9380343,-3.2377880
One Teck,computer,"Mo-Sa 09:00-17:00, Su 11:00-17:00",,55.9379853,-3.2311254
A&K Hair and Beauty,hairdresser,"Mo 09:30-18:00, Tu 09:00-18:00, We-Th 09:00-20:00, Fr 09:00-18:00, Sa 09:00-16:00",,55.9280775,-3.2092082
Margaret A King Ltd,jewelry,,,55.9280253,-3.2092006
pretty pink,gift,Mo-Sa 10:00-17:00,,55.9279595,-3.2091910
Beauteous Hair,hairdresser,,,55.9345196,-3.2459974
Capital Carpets,carpet,,,55.9364559,-3.2407264
Christine's Dog Parlour,pet,,,55.9339639,-3.2450313
Edward Labinjoh,car,,,55.9377584,-3.2420629
Gorgie Appliances,electronics,,,55.9340103,-3.2449504
Ladbrokes,bookmaker,,,55.9365993,-3.2399031
Newsagent,newsagent,,,55.9340318,-3.2449162
Paula Hair Salon,hairdresser,,,55.9365134,-3.2404558
Print Sign Centres,copyshop,,,55.9339107,-3.2451940
Renew-IT,computer,,,55.9346181,-3.2460517
William Hill,bookmaker,,,55.9339087,-3.2453942
iFire Alarm,electronics,,,55.9339308,-3.2454470
Better Tiles,hardware,,,55.9354614,-3.2433810
City Plumbing Supplies,hardware,,,55.9288919,-3.2539389
D&G Autocare Workshop,car_repair,,,55.9365135,-3.2435457
D&G Autocare,car_repair,,,55.9367298,-3.2435469
Firegroup Fireplaces & Stoves,fireplace,,,55.9292973,-3.2546813
Halliday Lighting,trade,,,55.9284667,-3.2543370
J Van Vliet Ltd,florist,,,55.9290708,-3.2548700
National,car_repair,,,55.9368778,-3.2433028
Planet Flowers,florist,,,55.9287281,-3.2540716
Richard F Mackay,furniture,,,55.9362119,-3.2441213
Senate Electrical Supplied,electronics,,,55.9291823,-3.2536486
Sinemaster,car_repair,,,55.9285411,-3.2553054
Solaglas,glaziery,,,55.9288420,-3.2550587
Western Nissan / Mazda,car,,,55.9291222,-3.2556438
Emily Black Interiors,interior_decoration,,,55.9244191,-3.2103775
The Gentleman's Barber of Comiston,hairdresser,,,55.9246090,-3.2096688
Raymond Edinburgh Hairdressers,hairdresser,,,55.9245702,-3.2096950
Floored Ltd,yes,,,55.9238037,-3.2100478
Morningside Dog Shop,pet,,,55.9236760,-3.2101341
D.R.M. Residential,yes,,,55.9236268,-3.2101294
Mozolowski & Murray Conservatories,yes,,,55.9233808,-3.2102650
Homestyle Blinds & Shutters,interior_decoration,,,55.9246168,-3.2100201
Moi Beauty,beauty,,,55.9245736,-3.2100370
,laundry,,,55.9497206,-3.1811407
Barnardos Donation Centre,charity,,,55.9572778,-3.1664629
Venture,photo,,,55.9572551,-3.1662196
White Eagle Edinburgh,convenience,,,55.9574027,-3.1677914
ABS Motor Company,car_repair,,,55.9610160,-3.1704280
Baileyfield Garage,car_repair,,,55.9551257,-3.1196626
Evans Halshaw Ford,car,,,55.9544627,-3.1222415
Amed 21,hairdresser,,,55.9459692,-3.2112205
Bon Vivant Companion,alcohol,,,55.9539859,-3.1996202
Paperview,newsagents,,,55.9440173,-3.0593956
Fisherrow Newsagents,newsagents,,,55.9437860,-3.0592990
Day-Today,convenience,,,55.9440984,-3.0587250
Poundland,yes,,,55.9419624,-3.0533123
Poundstretcher,yes,,,55.9419941,-3.0530551
Holland & Barrett,heathfood,,,55.9422944,-3.0511988
Greggs,bakery,,,55.9423726,-3.0508530
Supernews,newsagents,,,55.9312779,-3.2525683
Martha's Attic,yes,,,55.9525633,-3.1144968
Chiko's,hairdresser,,,55.9525142,-3.1145626
,optician,,,55.9523899,-3.1147308
SPAR,convenience,,,55.9502238,-3.1333622
